artists,album_name,track_name,danceability,energy,track_genre
Clannad,Macalla,Almost Seems (Too Late to Turn) - Remastered,0.432,0.398,new-age
Tony O'Connor,Aqua Zone,Seeker,0.44,0.228,new-age
Paul Cardall,Hymns,"Jesus Of Nazareth, Savior And King",0.384,0.0256,new-age
Paul Cardall,Hymns Vol. 2,How Gentle God's Command,0.415,0.125,new-age
Clannad,Magical Ring,The Fairy Queen - Remastered 2003,0.602,0.0872,new-age
Yiruma,Blind Film,Prelude in G Minor,0.321,0.0822,new-age
Enigma,The Fall Of A Rebel Angel,The Omega Point,0.4,0.482,new-age
Yiruma,f r a m e,Letter - Winter Version,0.496,0.0569,new-age
Yiruma,The Best - Reminiscent 10th Anniversary,Indigo,0.602,0.178,new-age
Kevin Kendle,Clouds,Cumulus,0.56,0.309,new-age
Hilary Stagg,Beyond the Horizon,Sweet Return,0.261,0.129,new-age
Will Ackerman,Was It This Lifetime: Pieces for Guitar (1991-2011),Imagine,0.331,0.194,new-age
Aine Minogue,The Twilight Realm,Enchanted Valley,0.306,0.0955,new-age
Kostia,Passion/Romance: Narada Classic Collections,Old Famliy Portrait,0.429,0.0738,new-age
Omar Akram,Secret Journey,Angel of Hope,0.339,0.137,new-age
Nicholas Gunn,The Sacred Fire,A Place in My Heart,0.667,0.652,new-age
Yiruma,The Best - Reminiscent 10th Anniversary,Sky,0.365,0.229,new-age
Queen Latifah;Faith Evans,Order In The Court,It's Alright,0.685,0.489,new-age
Paul Speer;David Lanz,Natural States,Mountain,0.532,0.253,new-age
Dean Evenson,Ocean Dreams,Will You Hear Me,0.188,0.308,new-age
Peter Davison,Adagio: Music For Yoga,Vines of Light,0.119,0.0149,new-age
Gary Stadler,Fairy Lullabies,For Tammi,0.231,0.0404,new-age
Brian Crain,Solo Piano Lullabies,Michelle,0.453,0.106,new-age
Danny Wright,And The Oscar Goes To: 20 Academy Award Honored Favorites,"Colors Of The Wind (From ""Pocahontas"")",0.474,0.0801,new-age
Chad Lawson,The Piano,Nocturne in a Minor,0.189,0.0343,new-age
Dan Gibson's Solitudes,Fountain of Youth,Curious Beauty,0.294,0.132,new-age
Michael Whalen,My Secret Heart,Hands Of Silk,0.21,0.0337,new-age
Dan Gibson's Solitudes,Forest Cello,Majesty of the Lake,0.25,0.118,new-age
Will Ackerman,Meditations,When the Moon Sings,0.414,0.145,new-age
Yanni,The Very Best Of Yanni,Face In The Photograph,0.517,0.47,new-age
Peter Kater,Elements Series: Etheria,Waxing Moon,0.258,0.268,new-age
Dan Gibson's Solitudes,Caribbean Spa,Happiness,0.465,0.174,new-age
Dan Gibson's Solitudes,Forest Cello,Driftwood,0.306,0.108,new-age
Gary Stadler,Fairy Lullabies,Sa Brooke Lullaby,0.124,0.0758,new-age
Helen Jane Long,Intervention,Elysa,0.276,0.0529,new-age
Gomer Edwin Evans,Dreams Of Harmony : Meditationsmusik für Kinder,Melody of the Wind,0.371,0.134,new-age
Dan Gibson's Solitudes,Natural Anti-Stress,Ciel de Sienne,0.319,0.145,new-age
Eric Tingstad;Nancy Rumbel,Legends / Emerald (Narada Classics),Sacajawea - Remastered,0.175,0.297,new-age
Dan Gibson's Solitudes,Dolphin Dreams,Carefree,0.249,0.107,new-age
Yanni,Dare To Dream,To The One Who Knows,0.166,0.145,new-age
Dan Gibson's Solitudes,Island Spa,Pure Paradise,0.0772,0.0444,new-age
Karen Marie Garrett,Allure of Sanctuary,Tip Toe Dancer (Kathryn's Song),0.356,0.095,new-age
Dan Gibson's Solitudes,Asian Spa,Infinite Journey,0.321,0.0846,new-age
Robert Haig Coxon,Passion… A Prelude To Love,From the Heart,0.173,0.108,new-age
Dan Gibson's Solitudes,Dolphin Dreams,Cerulean Secrets,0.147,0.115,new-age
Gomer Edwin Evans,Traumreise: Wundervolle Wohlfühlmusik,"Seelische Traumreise zum Loslassen und Wohlfühlen, Pt. 5",0.187,0.19,new-age
Tony O'Connor,Wind Seeker,Meditation,0.239,0.00757,new-age
Tony O'Connor,Uluru,Freedom,0.508,0.155,new-age
George Winston,Plains,Merry Go Round,0.488,0.0222,new-age
George Winston,Plains,Cloudburst,0.26,0.311,new-age
Mike Oldfield,The Mike Oldfield Collection,Wonderful Land,0.283,0.458,new-age
George Winston,Plains,Waltz For The Lonely,0.491,0.00269,new-age
Gomer Edwin Evans,Baby Dreams : Beruhigende Musik zum Einschlafen,Meine Schlummermelodie,0.453,0.107,new-age
George Winston,Montana: A Love Story,The Twisting of the Hay Rope (Casadh an Tsúgáin),0.58,0.234,new-age
George Winston,Linus & Lucy - The Music of Vince Guaraldi,Charlie Brown and His All-Stars,0.349,0.538,new-age
Karunesh,Sun Within,Aeon,0.558,0.441,new-age
Himekami,Sennen Kairou,Sennen no Inori,0.631,0.509,new-age
Yiruma,Piano,Dance,0.253,0.0588,new-age
Yiruma,Piano,Papillon - Replayed Version,0.404,0.0252,new-age
Greg Maroney,Make You Feel My Love,Make You Feel My Love,0.315,0.0904,new-age
Yanni,Yanni Live!: The Concert Event,Nostalgia (Live),0.253,0.69,new-age
Karunesh,Colors of the East,Vishnu,0.668,0.571,new-age
Enigma,The Rivers Of Belief,The Rivers Of Belief - Radio Edit,0.562,0.579,new-age
Omar Akram,Free as a Bird,Dancing with the Wind,0.594,0.462,new-age
Yiruma,The Best - Reminiscent 10th Anniversary,Scenery,0.456,0.182,new-age
Maire Brennan,Perfect Time,Perfect Time,0.18,0.273,new-age
Deuter,Atmospheres,Uno,0.262,0.00502,new-age
Govi,Andalusian Nights,Andalusian Nights,0.705,0.704,new-age
Bernward Koch,Gentle Spirit,Under Trees,0.258,0.159,new-age
Gregorian,Masters of Chant X: The Final Chapter (Tour Edition),In My Life,0.332,0.305,new-age
David Nevue,Revelation: Solo Piano For Prayer & Worship,"Holy, Holy, Holy",0.27,0.139,new-age
Nightnoise,At The End Of The Evening,Bring Me Back A Song,0.114,0.261,new-age
Dan Gibson's Solitudes,Desert Retreat,Dragonfly,0.189,0.0671,new-age
Robert Haig Coxon,The Silent Path,Infinity,0.27,0.133,new-age
Bernward Koch,Day of Life,Peaceful Childhood,0.145,0.132,new-age
Mike Rowland,Arc-En-Ciel: The Healing,Lullaby,0.231,0.198,new-age
Mike Oldfield,Tubular Bells 2003,Blues,0.472,0.278,new-age
Yanni,Dare To Dream,So Long My Friend,0.289,0.14,new-age
Dan Gibson's Solitudes,Caribbean Spa,The Rhythm of Paradise,0.122,0.0912,new-age
Peter Kater,Elements Series: Etheria,Luminescence,0.157,0.0621,new-age
Catherine Marie Charlton,River Dawn: Piano Meditations,"River Dawn, Part 3",0.339,0.0245,new-age
Hayley Westenra;Catrin Finch,Hushabye,Sleep On,0.291,0.157,new-age
Bernward Koch,Day of Life,Journey to the Sea,0.387,0.125,new-age
Deuter,Song of the Last Tree,Evening Gratitude,0.173,0.155,new-age
Dan Gibson's Solitudes,Zen Escape,Satori,0.194,0.328,new-age
Paul Cardall,Sacred Piano,Amazing Grace,0.254,0.0772,new-age
Liquid Mind,Ambience Minimus,Liquid Mind,0.0783,0.0582,new-age
Paul Cardall,Sacred Piano,Come Thou Fount,0.122,0.307,new-age
Dan Gibson's Solitudes,Forest Cello,The Fallen Leaves,0.117,0.17,new-age
Liquid Mind,Liquid Mind VII: Reflection,My Orchid Spirit,0.0621,0.11,new-age
Dan Gibson's Solitudes,Stream of Dreams,Sheltered Shore,0.297,0.158,new-age
Dan Gibson's Solitudes,Caribbean Spa,Tropical Sunrise,0.36,0.0788,new-age
Will Ackerman,Conferring With The Moon,Climbing in Geometry,0.339,0.182,new-age
Peter Kater;R. Carlos Nakai,Ritual,Invoking the Elements,0.331,0.124,new-age
Dan Gibson's Solitudes,Pachelbel in the Garden,Songbirds,0.316,0.122,new-age
Deuter,Spiritual Healing,Night Jasmine,0.139,0.0894,new-age
Dan Gibson's Solitudes,Island Spa,Balancing,0.278,0.0787,new-age
Paul Cardall,Hymns,"Come, Come Ye Saints",0.417,0.0416,new-age
Dan Gibson's Solitudes,Asian Spa,Myriad Reflections,0.0898,0.0825,new-age
Maire Brennan,Perfect Time,The Light On the Hill,0.558,0.513,new-age
Paul Cardall,Hymns,The Release,0.279,0.0509,new-age
Deuter,Spiritual Healing,Warm the New Dawn Sun,0.142,0.0966,new-age
Clannad,Lore,Crói Cróga - Remastered in 2004,0.567,0.424,new-age
George Winston,Linus & Lucy - The Music of Vince Guaraldi,Theme to Grace / Lament,0.379,0.0171,new-age
Jon & Vangelis,The Best Of Jon & Vangelis,Outside Of This (Inside Of That),0.375,0.0334,new-age
Yiruma,f r a m e,A Moonlight Song,0.319,0.212,new-age
Jacob's Piano,"First Step (From ""Interstellar"")","First Step (From ""Interstellar"")",0.416,0.069,new-age
Yiruma,SOLO,Sometimes Someone,0.541,0.224,new-age
Frank Steiner Jr.,Touching Silk,Touching Silk,0.169,0.0301,new-age
Karunesh,Colors of the East,Vishnu,0.668,0.571,new-age
William Ellwood,Narada Christmas Collection Volume 1,Return Of The Magi,0.384,0.158,new-age
Ad Dios,Avalon,Elaine,0.369,0.0803,new-age
Emile Pandolfi,Days Of Wine And Roses,The Way We Were,0.33,0.232,new-age
Yiruma,SOLO,Kiss The Rain,0.581,0.14,new-age
Liz Story,Solid Colors,Hymn,0.293,0.0613,new-age
Ira Stein,Narada Christmas Collection (Volume 2),Christmas Eve,0.365,0.086,new-age
Karunesh,Zen Breakfast,Moon Temple,0.223,0.309,new-age
James Todd,Quiet Beauty,Quasi-Modal,0.244,0.18,new-age
Liz Story,Solid Colors,Things With Wings,0.145,0.097,new-age
Brian Crain,Piano and Light,Hallelujah,0.314,0.0352,new-age
Jim Brickman,Faith (Deluxe Edition),Mighty Fortress,0.308,0.0674,new-age
Will Ackerman;Charlie Bisharat;Noah Wilding;Tom Eaton,Positano Songs,For Giovanni,0.361,0.337,new-age
Philip Wesley,Beyond Cloud Nine,Sweetest Dream,0.341,0.0412,new-age
Will Ackerman;Jeff Oster;Tom Eaton,Brothers,While There's Time,0.419,0.16,new-age
Ken Davis,Call of the Dolphin,Show Me the Way,0.378,0.405,new-age
Philip Wesley,Hope Endures,Second Chances,0.315,0.219,new-age
Ann Sweeten,Tapestries of Time,Afterglow,0.38,0.107,new-age
Secret Garden;Fionnuala Gill,You Raise Me Up - The Collection,Sleepsong,0.172,0.21,new-age
Robin Spielberg,With a Song in My Heart,That's All,0.431,0.236,new-age
Dean Evenson,Stillness,Quiet Call,0.065,0.0767,new-age
Aine Minogue,The Twilight Realm,Aisling,0.322,0.103,new-age
Jim Brickman,Peace,Blessings,0.506,0.111,new-age
Patrick O'Hearn,Relaxation: A Windham Hill Collection,Espana,0.365,0.0366,new-age
Dean Evenson,Healing Waters,Waves of Fulfilling,0.237,0.231,new-age
Robin Spielberg,With a Song in My Heart,With A Song in My Heart,0.436,0.0216,new-age
George Skaroulis,Passions,Journey Within,0.33,0.0515,new-age
Dean Evenson;Li Xiangting,Tao of Peace,Path Through the Forest,0.151,0.123,new-age
Phil Coulter,Classic Tranquility,The 'Derry Air,0.552,0.235,new-age
John Doan,Celtic Twilight,Farewell,0.281,0.0757,new-age
Helen Jane Long,Embers,Besides,0.452,0.0213,new-age
Brian Crain,Solo Piano Lullabies,Itsy Bitsy Spider,0.334,0.0549,new-age
Deuter,Bamboo Forest,Cranes Unfold,0.374,0.0263,new-age
Jim Brickman,"Soothe, Vol. 5: Lullaby Dreams - Music for a Peaceful Escape",When You Wish Upon A Star,0.255,0.0928,new-age
Clannad,Clannad,Thios Chois Na Tra Domh,0.388,0.248,new-age
Paul Cardall,Hymns Vol. 2,More Holiness Give Me,0.274,0.0477,new-age
Clannad,Banba,Banba Oir - Remastered,0.458,0.623,new-age
Paul Cardall,Sacred Piano,Redeemer,0.218,0.107,new-age
Tony O'Connor,Wind Seeker,Kondalilla,0.227,0.0172,new-age
Clannad,Lore,Crói Cróga - Remastered in 2004,0.567,0.424,new-age
George Winston,Remembrance: A Memorial Benefit (Special Edition),Remembrance,0.457,0.0163,new-age
George Winston,Linus & Lucy - The Music of Vince Guaraldi,Treat Street,0.413,0.505,new-age
George Winston,Plains,The Swan,0.501,0.0287,new-age
George Winston,Restless Wind,The Times Of Harvey Milk,0.536,0.0289,new-age
Tony O'Connor,Memento,September Moon,0.585,0.186,new-age
George Winston,Linus & Lucy - The Music of Vince Guaraldi,Peppermint Patty,0.375,0.459,new-age
Yiruma,f r a m e,Nocturnal Mind,0.338,0.134,new-age
Yiruma,f r a m e,Serenade In E,0.397,0.104,new-age
Enigma,The Fall Of A Rebel Angel,Diving,0.227,0.174,new-age
Yiruma,Piano,Piano - Replayed Version,0.569,0.00733,new-age
Dan Gibson's Solitudes,Illumination: Peaceful Gregorian Chants,Kyrie Eleison,0.214,0.162,new-age
Dan Gibson's Solitudes,Illumination: Peaceful Gregorian Chants,"Pange, Lingua Gloriosi",0.175,0.175,new-age
Laura Sullivan,I Guess I'm in Love,I Guess I'm in Love (Piano Version),0.256,0.136,new-age
Conjure One;Rhys Fulber,Extraordinary Ways (Bonus Track Version),Endless Dream,0.583,0.782,new-age
Gregorian,Masters of Chant X: The Final Chapter (Tour Edition),Shout,0.536,0.748,new-age
Patrick O'Hearn,So Flows The Current,Like So Much Lost Time,0.106,0.0167,new-age
Yanni,If I Could Tell You,With an Orchid,0.504,0.488,new-age
Jim Brickman,From The Heart,If You Believe,0.4,0.198,new-age
Stanton Lanier,Unveiled,Dreams in the Night,0.354,0.127,new-age
Yanni,In My Time,Until the Last Moment,0.216,0.199,new-age
Jim Brickman,Timeless,Moon River,0.432,0.14,new-age
Bernward Koch,Gentle Spirit,An Evening Walk,0.269,0.127,new-age
Coyote Oldman,Under An Ancient Sky,Luminescence,0.114,0.0326,new-age
Kevin Kern,In the Enchanted Garden,Paper Clouds,0.531,0.173,new-age
Mike Oldfield,Tubular Bells,Tubular Bells - Pt. I,0.374,0.219,new-age
Kevin Kern,Imagination's Light,Pearls of Joy,0.408,0.0943,new-age
Jim Brickman,By Heart,Nothing Left To Say,0.455,0.0733,new-age
Jim Brickman,By Heart,Little Star,0.415,0.0346,new-age
Michael Allen Harrison,Disney Dreams,Mickey Mouse Lullaby,0.353,0.213,new-age
Deuter,Koyasan: Reiki Sound Healing,Kindred Spirit,0.182,0.0824,new-age
Jim Brickman,"Soothe, Vol. 2: Sleep (Music for Tranquil Slumber)",Setting Sun,0.439,0.0962,new-age
Jane Leslie,Starlight Reflection,On a Quiet Night,0.352,0.045,new-age
Jon Schmidt,To the Summit,Prelude (My LIttle Girl),0.275,0.194,new-age
Llewellyn,Journey to the Temple,Heart Chakra,0.119,0.185,new-age
Dan Gibson's Solitudes,Forest Cello,Spirit Wind,0.296,0.147,new-age
Chloe Agnew,Walking in the Air,One World,0.199,0.361,new-age
Michele McLaughlin,A Celtic Dream,Carrowkeel,0.217,0.23,new-age
Hayley Westenra,Hushabye,Stay Awake,0.321,0.0554,new-age
Robert Haig Coxon,Cristal Silence I,Cristal Silence Section 5,0.237,0.0453,new-age
Deuter,Bamboo Forest,Signatures on Water,0.188,0.00689,new-age
Dan Gibson's Solitudes,Caribbean Spa,Sea Breeze,0.404,0.159,new-age
Michael Allen Harrison,Disney Dreams,Little April Showers,0.454,0.234,new-age
Deuter,Bamboo Forest,Fragile Air,0.331,0.0236,new-age
David Lanz,Best Of David Lanz,Nightfall,0.428,0.0653,new-age
Mike Oldfield,Tubular Bells 2003,Latin,0.33,0.322,new-age
Gomer Edwin Evans,Gute-Nacht-Musik: Einschlafmusik für Kinder,"Im Wunderland, Pt. 1",0.418,0.109,new-age
Deuter,Koyasan: Reiki Sound Healing,Sound of Invisible Waters,0.111,0.0211,new-age
Brian Crain,Solo Piano Lullabies,Baa Baa Black Sheep,0.251,0.0718,new-age
Clannad,Discover Clannad,Theme from Harry's Game,0.413,0.491,new-age
Queen Latifah,All Hail the Queen,Princess of the Possee,0.867,0.48,new-age
Brian Crain,Solo Piano Lullabies,She's Leaving Home,0.358,0.0943,new-age
Mike Rowland,Arc-En-Ciel: The Healing,The Other Side,0.172,0.17,new-age
Brian Crain,Solo Piano Lullabies,Mary Had a Little Lamb,0.325,0.0759,new-age
Dan Gibson's Solitudes,Pachelbel in the Garden,Elegy,0.279,0.175,new-age
Liquid Mind,Liquid Mind IX: Lullaby,Letting Go,0.0768,0.131,new-age
Karen Marie Garrett;Nancy Rumble;Emil Miland,It's About Love,"Deschutes River Sunrise (Oboe, Cello, Piano) [feat. Nancy Rumble & Emil Miland]",0.172,0.155,new-age
Yiruma,Stay in Memory,I Could See You,0.349,0.0298,new-age
Cusco,Cool Islands,Aurora,0.301,0.223,new-age
Emile Pandolfi,Once Upon a Romance,Someday My Prince Will Come,0.491,0.0727,new-age
Enigma,"Le Roi Est Mort, Vive Le Roi!","Le Roi Est Mort, Vive Le Roi!",0.254,0.208,new-age
Dean Evenson;Scott Huckabay;Phil Heaven,Golden Spiral,Fibonacci Dreams,0.299,0.308,new-age
David Arkenstone,Celtic Chillout,Call Of The Sea,0.475,0.563,new-age
Back to Earth,The Flow,The Flow,0.446,0.367,new-age
Kathryn Toyama,Hope for Harmony,Understanding Each Other,0.448,0.204,new-age
Thad Fiscella,Vast,Gentle Whisper,0.308,0.074,new-age
Jon Schmidt,August End,Ridin' West,0.283,0.339,new-age
Enigma,The Cross Of Changes,Second Chapter,0.154,0.115,new-age
Peter Sterling,The angels gift,A childs heart,0.313,0.159,new-age
Karunesh,Call of the Mystic,Ancient Voices (From Call of the Mystic),0.158,0.17,new-age
Emile Pandolfi,By Request,Memory,0.255,0.199,new-age
Emile Pandolfi,By Request,Brian's Song,0.285,0.136,new-age
Will Ackerman,A Winter's Solstice V,Light And Song,0.253,0.0373,new-age
Stive Morgan,Earth Breath,If Will Come Tomorrow,0.494,0.741,new-age
Thad Fiscella,The Road Home,At the Cross,0.567,0.00581,new-age
Dean Evenson;Li Xiangting;Phil Heaven,Tao of Peace,Full Apple Tree,0.174,0.101,new-age
2002,The Emerald Way,The Emerald Way,0.164,0.338,new-age
Barbara Higbie,A Winter's Solstice V,The Simple Birth,0.601,0.167,new-age
Gomer Edwin Evans,The Buddha Spirit: Wonderful Music for Inner Peace,The Enlightenment of Buddha,0.339,0.22,new-age
Will Ackerman,Touch - Windham Hill 25 Years of Guitar,Shella's Pictures,0.259,0.0681,new-age
Thad Fiscella,The Road Home,Sharing the Silence,0.493,0.0713,new-age
Peter Kater;Michael Brant DeMaria,Heart of Silence: Piano and Flute Meditations,Tender Heart,0.37,0.0384,new-age
Emile Pandolfi;The City of Prague Philharmonic Orchestra,"The Phantom & Others, Vol. One (Special Edition)","Edelweiss (From ""the Sound of Music"")",0.138,0.0624,new-age
Dan Gibson's Solitudes,Natural Anti-Stress,Courant Qui S'Ecoule,0.148,0.216,new-age
Lesiem,Mystic Spirit Voices,Liberta,0.238,0.448,new-age
Ken Davis,Dolphin Magic,Dolphin Magic,0.242,0.423,new-age
Dan Gibson's Solitudes,Zen Escape,Path to Enlightenment,0.169,0.125,new-age
Dan Gibson's Solitudes,Forest Cello,One Last Goodbye,0.228,0.24,new-age
Paul Cardall,Daily Devotions,The Spirit of God,0.393,0.0926,new-age
Dan Gibson's Solitudes,Stream of Dreams,Quiet Longing,0.38,0.145,new-age
Dan Gibson's Solitudes,Zen Escape,The Songbird,0.191,0.346,new-age
Dan Gibson's Solitudes,Island Spa,Daydreams,0.0726,0.07,new-age
Dan Gibson's Solitudes,Zen Escape,Perpetual Peace,0.131,0.239,new-age
Tony O'Connor,Dreamtime,Magic,0.297,0.0213,new-age
Mike Rowland,Arc-En-Ciel: The Healing,Innocence,0.16,0.0986,new-age
Ronan Hardiman,Michael Flatley's Feet Of Flames,Hell's Kitchen,0.473,0.663,new-age
Jim Brickman,Destiny,Your Love,0.605,0.454,new-age
Dan Gibson's Solitudes,Island Spa,Island Smile,0.0651,0.0398,new-age
Paul Cardall,Hymns Vol. 2,Love at Home,0.406,0.0464,new-age
Gomer Edwin Evans,Gute-Nacht-Musik: Einschlafmusik für Kinder,"Der kleine Prinz, Pt. 1",0.48,0.0693,new-age
Aine Minogue,Celtic Meditation Music,At the Edge of the White Rock,0.305,0.00912,new-age
Secret Garden;Cathrine Iversen,Live at Kilden: 20th Anniversary Concert (Live),Nocturne - Live,0.17,0.402,new-age
Paul Cardall,Hymns Vol. 2,All Creatures of Our God and King,0.308,0.074,new-age
Andreas Vollenweider;Walter Keiser,Eolian Minstrel,The Secret Shrine of Icarus,0.284,0.364,new-age
Paul Cardall,Hymns Vol. 2,"Jesus, The Very Thought of Thee",0.246,0.00918,new-age
Andreas Vollenweider;Walter Keiser;Pedro Haldemann;Christoph Stiefel;Matthias Ziegler;Steve Gorn,Dancing with the Lion,Ascent from the Circle,0.459,0.439,new-age
Tony O'Connor,Uluru,Above with Eagles,0.424,0.057,new-age
Conjure One;Rhys Fulber,Conjure One,Sleep,0.603,0.836,new-age
Laura Sullivan,Marry Me (Instrumental Piano Version),Marry Me (Instrumental Piano Version),0.301,0.249,new-age
Yiruma,f r a m e,Walking In The Forest - Piano Version,0.476,0.065,new-age
Yiruma,Stay in Memory,The Days That'll Never Come,0.355,0.111,new-age
Ad Dios,Avalon,Lady of the Lake,0.249,0.112,new-age
Jim Brickman,Sleep Baby Sleep: Classic Children's Bedtime Lullabies,Lavender’s Blue,0.336,0.173,new-age
Scott Cossu,Safe in Your Arms,Purple Mountain,0.338,0.204,new-age
Laura Sullivan,I Guess I'm in Love,I Guess I'm in Love (Instrumental Version),0.321,0.114,new-age
Deep Forest;Márta Sebestyén,Boheme,Marta's Song (feat. Márta Sebestyén),0.517,0.683,new-age
Jane Leslie,Southampton Sunset,Breezin',0.472,0.0413,new-age
Jim Brickman,"Soothe, Vol. 2: Sleep (Music for Tranquil Slumber)",Hush,0.293,0.0189,new-age
Bernward Koch,Walking through Clouds,Walking Through Clouds,0.301,0.151,new-age
Bernward Koch,Walking through Clouds,Touched by Love,0.153,0.0555,new-age
David Lanz;Eric Tingstad;Nancy Rumbel,Woodlands,Cottonwood,0.495,0.187,new-age
Craig Urquhart,First Light,In Memorium J.G..,0.462,0.0493,new-age
Kevin Kern,Imagination's Light,Fields of Gold,0.412,0.0521,new-age
William Ellwood,Openings,Winter Waltz,0.383,0.0546,new-age
Patrick Kelly,Beyond the Horizon,Awakening,0.388,0.227,new-age
Yanni,Yanni Live At The Acropolis,One Man's Dream - Live,0.27,0.278,new-age
Jon Schmidt,Walk in the Woods,Cherished Moments,0.482,0.0223,new-age
Brian Crain,Inside the Melody,Kindred Spirits,0.388,0.112,new-age
Helen Jane Long,Identity,Light Up,0.24,0.271,new-age
Kevin Kern,In the Enchanted Garden,After the Rain,0.374,0.0388,new-age
Jim Brickman,By Heart,Where Are You Now?,0.602,0.0196,new-age
George Skaroulis,Passions,The Embrace,0.256,0.0762,new-age
